id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Enrichment
ADTRP	ENSG00000111863	ADTRP	84830	ADTRP	0.879325
AEBP1	ENSG00000106624	AEBP1	165	AEBP1	0.03493
AEBP2	ENSG00000139154	AEBP2	121536	AEBP2	0.975575
AEN	ENSG00000181026	AEN	64782	AEN	-1.49556
AES	ENSG00000104964	TLE5	166	TLE5	-0.43517
AFAP1	ENSG00000196526	AFAP1	60312	AFAP1	0.643848
AFAP1L1	ENSG00000157510	AFAP1L1	134265	AFAP1L1	0.173755
AFAP1L2	ENSG00000169129	AFAP1L2	84632	AFAP1L2	0.11294
AFF1	ENSG00000172493	AFF1	4299	AFF1	0.560685
AFF2	ENSG00000155966	AFF2	2334	AFF2	0.292155
AFF3	ENSG00000144218	AFF3	3899	AFF3	-0.4407145
AFF4	ENSG00000072364	AFF4	27125	AFF4	-0.376135
AFG3L2	ENSG00000141385	AFG3L2	10939	AFG3L2	0.23371
AFM	ENSG00000079557	AFM	173	AFM	0.412095
AFMID	ENSG00000183077	AFMID	125061	AFMID	-1.32552
AFP	ENSG00000081051	AFP	174	AFP	0.25611
AFTPH	ENSG00000119844	AFTPH	54812	AFTPH	-1.29642
AGA	ENSG00000038002	AGA	175	AGA	0.237845
AGAP1	ENSG00000157985	AGAP1	116987	AGAP1	0.13552
AGAP11	ENSG00000261011	AGAP11	119385	AGAP11	0.09015
AGAP2	ENSG00000135439	AGAP2	116986	AGAP2	-0.681635
AGAP3	ENSG00000133612	AGAP3	116988	AGAP3	1.1209
AGAP4	ENSG00000188234	AGAP4	119016	AGAP4	0.95915
AGAP5	ENSG00000172650	AGAP5	729092	AGAP5	-0.662792
AGAP6	ENSG00000204149	AGAP6	414189	AGAP6	0.5321
AGAP9	ENSG00000204172	AGAP9	642517	AGAP9	0.45557
AGBL1	ENSG00000273540	AGBL1	123624	AGBL1	-0.31916
AGBL2	ENSG00000165923	AGBL2	79841	AGBL2	-0.364715
AGBL3	ENSG00000146856	AGBL3	340351	AGBL3	-0.053654
AGBL4	ENSG00000186094	AGBL4	84871	AGBL4	-0.29494
AGBL5	ENSG00000084693	AGBL5	60509	AGBL5	0.391325
AGER	ENSG00000204305	AGER	177	AGER	-0.44115
AGFG1	ENSG00000173744	AGFG1	3267	AGFG1	-0.228445
AGFG2	ENSG00000106351	AGFG2	3268	AGFG2	0.0525
AGGF1	ENSG00000164252	AGGF1	55109	AGGF1	1.09423
AGK	ENSG00000006530	AGK	55750	AGK	-0.64682
AGL	ENSG00000162688	AGL	178	AGL	-0.92398
AGMAT	ENSG00000116771	AGMAT	79814	AGMAT	-0.422295
AGMO	ENSG00000187546	AGMO	392636	AGMO	0.74096
AGO1	ENSG00000092847	AGO1	26523	AGO1	-0.91253
AGO2	ENSG00000123908	AGO2	27161	AGO2	-0.208885
AGO3	ENSG00000126070	AGO3	192669	AGO3	0.14357
AGO4	ENSG00000134698	AGO4	192670	AGO4	0.08287
AGPAT1	ENSG00000204310	AGPAT1	10554	AGPAT1	0.182745
AGPAT2	ENSG00000169692	AGPAT2	10555	AGPAT2	-0.00651499999999999
AGPAT3	ENSG00000160216	AGPAT3	56894	AGPAT3	-0.5149
AGPAT4	ENSG00000026652	AGPAT4	56895	AGPAT4	-0.512115
AGPAT5	ENSG00000155189	AGPAT5	55326	AGPAT5	-0.04038
AGPAT6	ENSG00000158669	GPAT4	137964	GPAT4	-0.318655
AGPAT9	ENSG00000153395	LPCAT1	79888	LPCAT1	-0.317525
AGPS	ENSG00000018510	AGPS	8540	AGPS	-0.030755
AGR2	ENSG00000106541	AGR2	10551	AGR2	-0.1311865
AGR3	ENSG00000173467	AGR3	155465	AGR3	-0.210525
AGRN	ENSG00000188157	AGRN	375790	AGRN	-1.039805
AGRP	ENSG00000159723	AGRP	181	AGRP	-1.29261
AGT	ENSG00000135744	AGT	183	AGT	0.027105
AGTPBP1	ENSG00000135049	AGTPBP1	23287	AGTPBP1	0.40525
AGTR1	ENSG00000144891	AGTR1	185	AGTR1	-0.28463
AGTR2	ENSG00000180772	AGTR2	186	AGTR2	-0.42813
AGTRAP	ENSG00000177674	AGTRAP	57085	AGTRAP	0.96203
AGXT	ENSG00000172482	AGXT	189	AGXT	-0.751625
AGXT2	ENSG00000113492	AGXT2	64902	AGXT2	0.31512
AHCTF1	ENSG00000153207	AHCTF1	25909	AHCTF1	-0.048805
AHCY	ENSG00000101444	AHCY	191	AHCY	1.237025
AHCYL1	ENSG00000168710	AHCYL1	10768	AHCYL1	0.2727925
AHCYL2	ENSG00000158467	AHCYL2	23382	AHCYL2	-0.233715
AHDC1	ENSG00000126705	AHDC1	27245	AHDC1	0.090325
AHI1	ENSG00000135541	AHI1	54806	AHI1	-0.68429
AHNAK	ENSG00000124942	AHNAK	79026	AHNAK	-0.3821725
AHNAK2	ENSG00000185567	AHNAK2	113146	AHNAK2	-1.389765
AHR	ENSG00000106546	AHR	196	AHR	-0.27825
AHRR	ENSG00000063438	AHRR	57491	AHRR	0.0543
AHSA1	ENSG00000100591	AHSA1	10598	AHSA1	0.824005
AHSA2	ENSG00000173209	AHSA2P	130872	AHSA2P	0.43545
AHSG	ENSG00000145192	AHSG	197	AHSG	-0.5515765
AHSP	ENSG00000169877	AHSP	51327	AHSP	-1.03351
AICDA	ENSG00000111732	AICDA	57379	AICDA	0.00544
AIDA	ENSG00000186063	AIDA	64853	AIDA	-0.083425
AIF1	ENSG00000204472	AIF1	199	AIF1	-0.1788
AIF1L	ENSG00000126878	AIF1L	83543	AIF1L	0.391142
AIFM1	ENSG00000156709	AIFM1	9131	AIFM1	0.3836415
AIFM2	ENSG00000042286	AIFM2	84883	AIFM2	1.069825
AIFM3	ENSG00000183773	AIFM3	150209	AIFM3	-0.30701
AIG1	ENSG00000146416	AIG1	51390	AIG1	-0.061455
AIM1	ENSG00000112297	CRYBG1	202	CRYBG1	-1.131562
AIM1L	ENSG00000176092	CRYBG2	55057	CRYBG2	0.061925
AIM2	ENSG00000163568	AIM2	9447	AIM2	-0.043
AIMP1	ENSG00000164022	AIMP1	9255	AIMP1	-0.258945
AIMP2	ENSG00000106305	AIMP2	7965	AIMP2	-0.75235
AIP	ENSG00000110711	AIP	9049	AIP	-0.365735
AIPL1	ENSG00000129221	AIPL1	23746	AIPL1	-0.4197945
AIRE	ENSG00000160224	AIRE	326	AIRE	-0.11306
AJAP1	ENSG00000196581	AJAP1	55966	AJAP1	-0.66575
AJUBA	ENSG00000129474	AJUBA	84962	AJUBA	-0.31865
AK1	ENSG00000106992	AK1	203	AK1	0.4550645
AK2	ENSG00000004455	AK2	204	AK2	0.18813
AK3	ENSG00000147853	AK3	50808	AK3	0.288545
AK4	ENSG00000162433	AK4	205	AK4	0.381915
AK5	ENSG00000154027	AK5	26289	AK5	-0.697865
AK6	ENSG00000085231	AK6	102157402	AK6	0.2220275
AK7	ENSG00000140057	AK7	122481	AK7	0.9296
AK8	ENSG00000165695	AK8	158067	AK8	-1.418285
AK9	ENSG00000155085	AK9	221264	AK9	-0.46964
AKAP1	ENSG00000121057	AKAP1	8165	AKAP1	1.13805
AKAP10	ENSG00000108599	AKAP10	11216	AKAP10	-0.1866685
AKAP11	ENSG00000023516	AKAP11	11215	AKAP11	-0.1934
AKAP12	ENSG00000131016	AKAP12	9590	AKAP12	-0.572705
AKAP13	ENSG00000170776	AKAP13	11214	AKAP13	-0.629475
AKAP14	ENSG00000186471	AKAP14	158798	AKAP14	0.00458
AKAP17A	ENSG00000197976	AKAP17A	8227	AKAP17A	-0.777015
AKAP2	ENSG00000157654	PALM2AKAP2	445815	PALM2AKAP2	-1.424315
AKAP3	ENSG00000111254	AKAP3	10566	AKAP3	0.80169
AKAP4	ENSG00000147081	AKAP4	8852	AKAP4	0.69603
AKAP5	ENSG00000179841	AKAP5	9495	AKAP5	0.841205
AKAP6	ENSG00000151320	AKAP6	9472	AKAP6	0.60636
AKAP7	ENSG00000118507	AKAP7	9465	AKAP7	-0.047524
AKAP8	ENSG00000105127	AKAP8	10270	AKAP8	-0.10967
AKAP8L	ENSG00000011243	AKAP8L	26993	AKAP8L	-0.492135
AKAP9	ENSG00000127914	AKAP9	10142	AKAP9	-0.3427
AKIP1	ENSG00000166452	AKIP1	56672	AKIP1	0.1413275
AKIRIN1	ENSG00000174574	AKIRIN1	79647	AKIRIN1	0.05658
AKIRIN2	ENSG00000135334	AKIRIN2	55122	AKIRIN2	0.845935
AKNA	ENSG00000106948	AKNA	80709	AKNA	-0.305775
AKNAD1	ENSG00000162641	AKNAD1	254268	AKNAD1	-1.328795
AKR1A1	ENSG00000117448	AKR1A1	10327	AKR1A1	-0.22321
AKR1B1	ENSG00000085662	AKR1B1	231	AKR1B1	-1.277835
AKR1B10	ENSG00000198074	AKR1B10	57016	AKR1B10	-0.1077245
AKR1B15	ENSG00000227471	AKR1B15	441282	AKR1B15	-0.199708
AKR1C1	ENSG00000187134	AKR1C1	1645	AKR1C1	-0.1047
AKR1C2	ENSG00000151632	AKR1C2	1646	AKR1C2	-0.76272
AKR1C3	ENSG00000196139	AKR1C3	8644	AKR1C3	-0.70912
AKR1C4	ENSG00000198610	AKR1C4	1109	AKR1C4	-0.470515
AKR1D1	ENSG00000122787	AKR1D1	6718	AKR1D1	0.013745
AKR1E2	ENSG00000165568	AKR1E2	83592	AKR1E2	-0.37613
AKR7A2	ENSG00000053371	AKR7A2	8574	AKR7A2	-0.155259
AKR7A3	ENSG00000162482	AKR7A3	22977	AKR7A3	1.47991
AKT1	ENSG00000142208	AKT1	207	AKT1	0.506606
AKT1S1	ENSG00000204673	AKT1S1	84335	AKT1S1	-0.689645
AKT2	ENSG00000105221	AKT2	208	AKT2	0.02243
AKT3	ENSG00000117020	AKT3	10000	AKT3	-0.11831
AKTIP	ENSG00000166971	AKTIP	64400	AKTIP	0.353804
ALAD	ENSG00000148218	ALAD	210	ALAD	0.748507
ALAS1	ENSG00000023330	ALAS1	211	ALAS1	-0.07947
ALAS2	ENSG00000158578	ALAS2	212	ALAS2	0.72452
ALB	ENSG00000163631	ALB	213	ALB	-0.05136
ALCAM	ENSG00000170017	ALCAM	214	ALCAM	-0.0602685
ALDH16A1	ENSG00000161618	ALDH16A1	126133	ALDH16A1	-0.27675
ALDH18A1	ENSG00000059573	ALDH18A1	5832	ALDH18A1	0.759506
ALDH1A1	ENSG00000165092	ALDH1A1	216	ALDH1A1	-0.65028
ALDH1A2	ENSG00000128918	ALDH1A2	8854	ALDH1A2	0.90467
ALDH1A3	ENSG00000184254	ALDH1A3	220	ALDH1A3	1.47781
ALDH1B1	ENSG00000137124	ALDH1B1	219	ALDH1B1	-0.533925
ALDH1L1	ENSG00000144908	ALDH1L1	10840	ALDH1L1	0.365525
ALDH1L2	ENSG00000136010	ALDH1L2	160428	ALDH1L2	0.19929
ALDH2	ENSG00000111275	ALDH2	217	ALDH2	0.33945
ALDH3A1	ENSG00000108602	ALDH3A1	218	ALDH3A1	-0.87742
ALDH3A2	ENSG00000072210	ALDH3A2	224	ALDH3A2	-1.313895
ALDH3B1	ENSG00000006534	ALDH3B1	221	ALDH3B1	-0.3702
ALDH3B2	ENSG00000132746	ALDH3B2	222	ALDH3B2	-0.564485
ALDH4A1	ENSG00000159423	ALDH4A1	8659	ALDH4A1	-0.48713
ALDH5A1	ENSG00000112294	ALDH5A1	7915	ALDH5A1	-0.474145
ALDH6A1	ENSG00000119711	ALDH6A1	4329	ALDH6A1	-0.3507
ALDH7A1	ENSG00000164904	ALDH7A1	501	ALDH7A1	-0.2882855
ALDH8A1	ENSG00000118514	ALDH8A1	64577	ALDH8A1	0.074845
ALDH9A1	ENSG00000143149	ALDH9A1	223	ALDH9A1	0.133115
ALDOA	ENSG00000149925	ALDOA	226	ALDOA	-0.490615
ALDOB	ENSG00000136872	ALDOB	229	ALDOB	-0.67754
ALDOC	ENSG00000109107	ALDOC	230	ALDOC	-0.48169
ALG1	ENSG00000033011	ALG1	56052	ALG1	0.6124835
ALG10	ENSG00000139133	ALG10	84920	ALG10	-0.01724
ALG10B	ENSG00000175548	ALG10B	144245	ALG10B	0.671505
ALG11	ENSG00000253710	ALG11	440138	ALG11	1.0409
ALG12	ENSG00000182858	ALG12	79087	ALG12	-0.2591805
ALG13	ENSG00000101901	ALG13	79868	ALG13	0.4575635
ALG14	ENSG00000172339	ALG14	199857	ALG14	0.959795
ALG1L	ENSG00000189366	ALG1L1P	200810	ALG1L1P	-0.29557
ALG1L2	ENSG00000251287	ALG1L2	644974	ALG1L2	0.2057895
ALG2	ENSG00000119523	ALG2	85365	ALG2	-0.04425
ALG3	ENSG00000214160	ALG3	10195	ALG3	0.16488
ALG5	ENSG00000120697	ALG5	29880	ALG5	-0.302685
ALG6	ENSG00000088035	ALG6	29929	ALG6	0.41088
ALG8	ENSG00000159063	ALG8	79053	ALG8	1.248365
ALG9	ENSG00000086848	ALG9	79796	ALG9	0.642135
ALK	ENSG00000171094	ALK	238	ALK	0.065705
ALKBH1	ENSG00000100601	ALKBH1	8846	ALKBH1	0.433925
ALKBH2	ENSG00000189046	ALKBH2	121642	ALKBH2	-0.2295845
ALKBH3	ENSG00000166199	ALKBH3	221120	ALKBH3	0.002205
ALKBH4	ENSG00000160993	ALKBH4	54784	ALKBH4	-0.767315
ALKBH5	ENSG00000091542	ALKBH5	54890	ALKBH5	-0.26556
ALKBH6	ENSG00000239382	ALKBH6	84964	ALKBH6	0.590505
ALKBH7	ENSG00000125652	ALKBH7	84266	ALKBH7	0.0608495
ALKBH8	ENSG00000137760	ALKBH8	91801	ALKBH8	-0.080665
ALLC	ENSG00000151360	ALLC	55821	ALLC	-0.15155
ALMS1	ENSG00000116127	ALMS1	7840	ALMS1	1.323225
ALOX12	ENSG00000108839	ALOX12	239	ALOX12	-0.1212135
ALOX12B	ENSG00000179477	ALOX12B	242	ALOX12B	0.036635
ALOX15	ENSG00000161905	ALOX15	246	ALOX15	-0.195846
ALOX15B	ENSG00000179593	ALOX15B	247	ALOX15B	0.959545
ALOX5	ENSG00000012779	ALOX5	240	ALOX5	-0.50658
ALOX5AP	ENSG00000132965	ALOX5AP	241	ALOX5AP	-0.1752875
ALOXE3	ENSG00000179148	ALOXE3	59344	ALOXE3	-0.00656999999999999
ALPI	ENSG00000163295	ALPI	248	ALPI	-0.82706
ALPK1	ENSG00000073331	ALPK1	80216	ALPK1	-0.429244
ALPK2	ENSG00000198796	ALPK2	115701	ALPK2	-0.05955
ALPK3	ENSG00000136383	ALPK3	57538	ALPK3	-0.209745
ALPL	ENSG00000162551	ALPL	249	ALPL	-0.54852
ALPP	ENSG00000163283	ALPP	250	ALPP	0.19879
ALPPL2	ENSG00000163286	ALPG	251	ALPG	-0.334559
ALS2	ENSG00000003393	ALS2	57679	ALS2	-0.994965
ALS2CL	ENSG00000178038	ALS2CL	259173	ALS2CL	0.6174
ALS2CR11	ENSG00000155754	C2CD6	151254	C2CD6	-0.24382
ALS2CR12	ENSG00000155749	FLACC1	130540	FLACC1	0.34897
ALX1	ENSG00000180318	ALX1	8092	ALX1	0.1206895
ALX3	ENSG00000156150	ALX3	257	ALX3	-0.117585
ALX4	ENSG00000052850	ALX4	60529	ALX4	-0.16418
ALYREF	ENSG00000183684	ALYREF	10189	ALYREF	-0.952268
AMACR	ENSG00000242110	AMACR	23600	AMACR	0.5268
AMBN	ENSG00000178522	AMBN	258	AMBN	-0.162025
AMBP	ENSG00000106927	AMBP	259	AMBP	0.29846
AMBRA1	ENSG00000110497	AMBRA1	55626	AMBRA1	0.408015
AMD1	ENSG00000123505	AMD1	262	AMD1	0.1137665
AMDHD1	ENSG00000139344	AMDHD1	144193	AMDHD1	-0.46789
AMDHD2	ENSG00000162066	AMDHD2	51005	AMDHD2	-0.257825
AMELX	ENSG00000125363	AMELX	265	AMELX	-0.372315
AMELY	ENSG00000099721	AMELY	266	AMELY	-0.1311885
AMER1	ENSG00000184675	AMER1	139285	AMER1	-0.69612
AMER2	ENSG00000165566	AMER2	219287	AMER2	0.78167
AMER3	ENSG00000178171	AMER3	205147	AMER3	1.079386
AMFR	ENSG00000159461	AMFR	267	AMFR	0.61278
AMH	ENSG00000104899	AMH	268	AMH	0.094347
AMHR2	ENSG00000135409	AMHR2	269	AMHR2	-0.545165
AMICA1	ENSG00000160593	JAML	120425	JAML	-0.225615
AMIGO1	ENSG00000181754	AMIGO1	57463	AMIGO1	-0.292237
AMIGO2	ENSG00000139211	AMIGO2	347902	AMIGO2	-0.410979
AMIGO3	ENSG00000176020	AMIGO3	386724	AMIGO3	-1.59845
AMMECR1	ENSG00000101935	AMMECR1	9949	AMMECR1	0.619855
AMMECR1L	ENSG00000144233	AMMECR1L	83607	AMMECR1L	-0.27989
AMN	ENSG00000166126	AMN	81693	AMN	0.149465
AMN1	ENSG00000151743	AMN1	196394	AMN1	0.135352
AMOT	ENSG00000126016	AMOT	154796	AMOT	-0.63805
AMOTL1	ENSG00000166025	AMOTL1	154810	AMOTL1	-3.000000000003e-05
AMOTL2	ENSG00000114019	AMOTL2	51421	AMOTL2	0.5318
AMPD1	ENSG00000116748	AMPD1	270	AMPD1	-1.3864105
AMPD2	ENSG00000116337	AMPD2	271	AMPD2	-0.4212215
AMPD3	ENSG00000133805	AMPD3	272	AMPD3	0.52294
AMPH	ENSG00000078053	AMPH	273	AMPH	-0.384235
AMT	ENSG00000145020	AMT	275	AMT	0.598385
AMTN	ENSG00000187689	AMTN	401138	AMTN	0.31208
AMY1A	ENSG00000237763	AMY1A	276	AMY1A	-0.459425
AMY1B	ENSG00000174876	AMY1B	277	AMY1B	0.05166
AMY1C	ENSG00000187733	AMY1C	278	AMY1C	-0.812825
AMY2A	ENSG00000243480	AMY2A	279	AMY2A	1.28325
AMY2B	ENSG00000240038	AMY2B	280	AMY2B	0.523315
AMZ1	ENSG00000174945	AMZ1	155185	AMZ1	-0.1849
AMZ2	ENSG00000196704	AMZ2	51321	AMZ2	0.148735
ANAPC1	ENSG00000153107	ANAPC1	64682	ANAPC1	-0.794825
ANAPC10	ENSG00000164162	ANAPC10	10393	ANAPC10	0.1329
ANAPC11	ENSG00000141552	ANAPC11	51529	ANAPC11	-0.338055
ANAPC13	ENSG00000129055	ANAPC13	25847	ANAPC13	-0.972225
ANAPC15	ENSG00000110200	ANAPC15	25906	ANAPC15	-0.126542
ANAPC16	ENSG00000166295	ANAPC16	119504	ANAPC16	0.769785
ANAPC2	ENSG00000176248	ANAPC2	29882	ANAPC2	0.604335
ANAPC4	ENSG00000053900	ANAPC4	29945	ANAPC4	0.080335
ANAPC5	ENSG00000089053	ANAPC5	51433	ANAPC5	0.0645445
ANAPC7	ENSG00000196510	ANAPC7	51434	ANAPC7	0.03225
ANG	ENSG00000214274	ANG	283	ANG	0.06662
ANGEL1	ENSG00000013523	ANGEL1	23357	ANGEL1	-0.5774575
ANGEL2	ENSG00000174606	ANGEL2	90806	ANGEL2	0.548185
ANGPT1	ENSG00000154188	ANGPT1	284	ANGPT1	-0.3845235
ANGPT2	ENSG00000091879	ANGPT2	285	ANGPT2	-0.691665
ANGPT4	ENSG00000101280	ANGPT4	51378	ANGPT4	0.70128
ANGPTL1	ENSG00000116194	ANGPTL1	9068	ANGPTL1	-0.1596255
ANGPTL2	ENSG00000136859	ANGPTL2	23452	ANGPTL2	-0.3470155
ANGPTL3	ENSG00000132855	ANGPTL3	27329	ANGPTL3	-0.41794
ANGPTL4	ENSG00000167772	ANGPTL4	51129	ANGPTL4	-0.66283
ANGPTL5	ENSG00000187151	ANGPTL5	253935	ANGPTL5	0.40816
ANGPTL6	ENSG00000130812	ANGPTL6	83854	ANGPTL6	0.393185
ANGPTL7	ENSG00000171819	ANGPTL7	10218	ANGPTL7	-0.610425
ANHX	ENSG00000227059	ANHX	647589	ANHX	-0.455385
ANK1	ENSG00000029534	ANK1	286	ANK1	0.658105
ANK2	ENSG00000145362	ANK2	287	ANK2	-0.50658
ANK3	ENSG00000151150	ANK3	288	ANK3	-0.51832
ANKAR	ENSG00000151687	ANKAR	150709	ANKAR	0.48279
ANKDD1A	ENSG00000166839	ANKDD1A	348094	ANKDD1A	-0.2856735
ANKDD1B	ENSG00000189045	ANKDD1B	728780	ANKDD1B	-0.348215
ANKEF1	ENSG00000132623	ANKEF1	63926	ANKEF1	-0.20406
ANKFN1	ENSG00000153930	ANKFN1	162282	ANKFN1	0.076535
ANKFY1	ENSG00000185722	ANKFY1	51479	ANKFY1	-0.36912
ANKH	ENSG00000154122	ANKH	56172	ANKH	-1.00315
ANKHD1	ENSG00000131503	ANKHD1	54882	ANKHD1	0.33801
ANKIB1	ENSG00000001629	ANKIB1	54467	ANKIB1	-0.4573915
ANKK1	ENSG00000170209	ANKK1	255239	ANKK1	-1.2684225
ANKLE1	ENSG00000160117	ANKLE1	126549	ANKLE1	0.217945
ANKLE2	ENSG00000176915	ANKLE2	23141	ANKLE2	-0.94025
ANKMY1	ENSG00000144504	ANKMY1	51281	ANKMY1	-0.40151
ANKMY2	ENSG00000106524	ANKMY2	57037	ANKMY2	-0.81241
ANKRA2	ENSG00000164331	ANKRA2	57763	ANKRA2	0.686
ANKRD1	ENSG00000148677	ANKRD1	27063	ANKRD1	0.09019
ANKRD10	ENSG00000088448	ANKRD10	55608	ANKRD10	0.70194
ANKRD11	ENSG00000167522	ANKRD11	29123	ANKRD11	-0.175515
ANKRD12	ENSG00000101745	ANKRD12	23253	ANKRD12	-0.0721475
ANKRD13A	ENSG00000076513	ANKRD13A	88455	ANKRD13A	0.417375
ANKRD13B	ENSG00000198720	ANKRD13B	124930	ANKRD13B	0.5376685
ANKRD13C	ENSG00000118454	ANKRD13C	81573	ANKRD13C	-0.428085
ANKRD13D	ENSG00000172932	ANKRD13D	338692	ANKRD13D	0.675788
ANKRD16	ENSG00000134461	ANKRD16	54522	ANKRD16	0.715955
ANKRD17	ENSG00000132466	ANKRD17	26057	ANKRD17	-1.1319
ANKRD18A	ENSG00000180071	ANKRD18A	253650	ANKRD18A	-0.099135
ANKRD18B	ENSG00000230453	ANKRD18B	441459	ANKRD18B	0.313105
ANKRD2	ENSG00000165887	ANKRD2	26287	ANKRD2	-0.516705
ANKRD20A1	ENSG00000260691	ANKRD20A1	84210	ANKRD20A1	-0.09627
ANKRD20A2	ENSG00000183148	ANKRD20A2P	441430	ANKRD20A2P	0.2462865
ANKRD20A3	ENSG00000276203	ANKRD20A3P	441425	ANKRD20A3P	-0.119575
ANKRD20A4	ENSG00000172014	ANKRD20A4P	728747	ANKRD20A4P	0.48969
ANKRD22	ENSG00000152766	ANKRD22	118932	ANKRD22	0.26531
ANKRD23	ENSG00000163126	ANKRD23	200539	ANKRD23	-0.88421
ANKRD24	ENSG00000089847	ANKRD24	170961	ANKRD24	0.080234
ANKRD26	ENSG00000107890	ANKRD26	22852	ANKRD26	-0.06402
ANKRD27	ENSG00000105186	ANKRD27	84079	ANKRD27	0.07105
ANKRD28	ENSG00000206560	ANKRD28	23243	ANKRD28	1.616
ANKRD30A	ENSG00000148513	ANKRD30A	91074	ANKRD30A	0.00544999999999995
ANKRD30B	ENSG00000180777	ANKRD30B	374860	ANKRD30B	-0.56855
ANKRD31	ENSG00000145700	ANKRD31	256006	ANKRD31	-0.1368825
ANKRD32	ENSG00000133302	SLF1	84250	SLF1	-0.2751675
ANKRD33	ENSG00000167612	ANKRD33	341405	ANKRD33	0.068295
ANKRD33B	ENSG00000164236	ANKRD33B	651746	ANKRD33B	-0.050555
ANKRD34A	ENSG00000272031	ANKRD34A	284615	ANKRD34A	0.140255
ANKRD34B	ENSG00000189127	ANKRD34B	340120	ANKRD34B	-0.453815
ANKRD34C	ENSG00000235711	ANKRD34C	390616	ANKRD34C	0.1003125
ANKRD35	ENSG00000198483	ANKRD35	148741	ANKRD35	-0.0501
ANKRD36	ENSG00000135976	ANKRD36	375248	ANKRD36	0.72592
ANKRD36B	ENSG00000196912	ANKRD36B	57730	ANKRD36B	-0.642315
ANKRD37	ENSG00000186352	ANKRD37	353322	ANKRD37	0.2578855
ANKRD39	ENSG00000213337	ANKRD39	51239	ANKRD39	-1.007825
ANKRD40	ENSG00000154945	ANKRD40	91369	ANKRD40	0.896495
ANKRD42	ENSG00000137494	ANKRD42	338699	ANKRD42	0.466675
ANKRD44	ENSG00000065413	ANKRD44	91526	ANKRD44	-0.010365
ANKRD45	ENSG00000183831	ANKRD45	339416	ANKRD45	0.054975
ANKRD46	ENSG00000186106	ANKRD46	157567	ANKRD46	-0.94486
ANKRD49	ENSG00000168876	ANKRD49	54851	ANKRD49	-0.43098
ANKRD50	ENSG00000151458	ANKRD50	57182	ANKRD50	-0.98769
ANKRD52	ENSG00000139645	ANKRD52	283373	ANKRD52	0.231235
ANKRD53	ENSG00000144031	ANKRD53	79998	ANKRD53	0.04663
ANKRD54	ENSG00000100124	ANKRD54	129138	ANKRD54	0.17562
ANKRD55	ENSG00000164512	ANKRD55	79722	ANKRD55	0.2140475
ANKRD6	ENSG00000135299	ANKRD6	22881	ANKRD6	0.0105
ANKRD60	ENSG00000124227	ANKRD60	140731	ANKRD60	0.056625
ANKRD61	ENSG00000157999	ANKRD61	100310846	ANKRD61	0.066015
ANKRD62	ENSG00000181626	ANKRD62	342850	ANKRD62	0.18484
ANKRD63	ENSG00000230778	ANKRD63	100131244	ANKRD63	-0.14889
ANKRD65	ENSG00000235098	ANKRD65	441869	ANKRD65	-0.235
ANKRD66	ENSG00000230062	ANKRD66	100287718	ANKRD66	-0.1546
ANKRD7	ENSG00000106013	ANKRD7	56311	ANKRD7	0.15044
ANKRD9	ENSG00000156381	ANKRD9	122416	ANKRD9	-0.53297
ANKS1A	ENSG00000064999	ANKS1A	23294	ANKS1A	0.31275
ANKS1B	ENSG00000185046	ANKS1B	56899	ANKS1B	-1.048885
ANKS3	ENSG00000168096	ANKS3	124401	ANKS3	0.041055
ANKS4B	ENSG00000175311	ANKS4B	257629	ANKS4B	0.62386
ANKS6	ENSG00000165138	ANKS6	203286	ANKS6	-0.580445
ANKUB1	ENSG00000206199	ANKUB1	389161	ANKUB1	2.01795
ANKZF1	ENSG00000163516	ANKZF1	55139	ANKZF1	-0.16934
ANLN	ENSG00000011426	ANLN	54443	ANLN	-0.2527985
ANO1	ENSG00000131620	ANO1	55107	ANO1	0.07939
ANO10	ENSG00000160746	ANO10	55129	ANO10	0.352115
ANO2	ENSG00000047617	ANO2	57101	ANO2	-1.332335
ANO3	ENSG00000134343	ANO3	63982	ANO3	-0.02071
ANO4	ENSG00000151572	ANO4	121601	ANO4	-0.036805
ANO5	ENSG00000171714	ANO5	203859	ANO5	0.09454
ANO6	ENSG00000177119	ANO6	196527	ANO6	-0.24764
ANO7	ENSG00000146205	ANO7	50636	ANO7	-0.464085
ANO8	ENSG00000074855	ANO8	57719	ANO8	-0.61687
ANO9	ENSG00000185101	ANO9	338440	ANO9	0.7117095
ANOS1	ENSG00000011201	ANOS1	3730	ANOS1	-0.1563175
ANP32A	ENSG00000140350	ANP32A	8125	ANP32A	0.28412
ANP32B	ENSG00000136938	ANP32B	10541	ANP32B	0.165015
ANP32C	ENSG00000248546	ANP32CP	23520	ANP32CP	0.048505
ANP32D	ENSG00000139223	ANP32D	23519	ANP32D	-0.34093
ANP32E	ENSG00000143401	ANP32E	81611	ANP32E	0.13265
ANPEP	ENSG00000166825	ANPEP	290	ANPEP	0.002315
ANTXR1	ENSG00000169604	ANTXR1	84168	ANTXR1	1.4308
ANTXR2	ENSG00000163297	ANTXR2	118429	ANTXR2	-6.294315
ANTXRL	ENSG00000274209	ANTXRL	195977	ANTXRL	-0.17573
ANXA1	ENSG00000135046	ANXA1	301	ANXA1	0.0038715
ANXA10	ENSG00000109511	ANXA10	11199	ANXA10	-0.7936
